group,letter,noise,sample_idx,iter,energia,s_0,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,s_22,s_23,s_24
GMPVZ,M,0.4,0,3,-10.24,1,-1,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1
GMPVZ,M,0.4,0,4,-10.879999999999999,1,-1,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1
GMPVZ,M,0.4,0,5,-10.879999999999999,1,-1,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1
GMPVZ,M,0.45,0,0,0.1600000000000002,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,1,1,-1,-1,1
GMPVZ,M,0.45,0,1,-5.28,-1,-1,-1,-1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1
GMPVZ,M,0.45,0,2,-10.239999999999998,1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1
GMPVZ,M,0.45,0,3,-10.239999999999998,1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1
GMPVZ,M,0.5,0,0,-1.44,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,-1,1
GMPVZ,M,0.5,0,1,-6.24,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,1,-1
GMPVZ,M,0.5,0,2,-7.5200000000000005,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1
GMPVZ,M,0.5,0,3,-10.240000000000002,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,1,1,1,1
GMPVZ,M,0.5,0,4,-10.240000000000002,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,1,1,1,1
GMPVZ,M,0.55,0,0,-1.1199999999999997,-1,-1,1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,-1,1
GMPVZ,M,0.55,0,1,-7.840000000000001,-1,1,-1,1,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,-1
GMPVZ,M,0.55,0,2,-10.879999999999999,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,-1
GMPVZ,M,0.55,0,3,-10.879999999999999,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,-1
GMPVZ,M,0.6,0,0,-1.1199999999999997,-1,-1,1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,-1,1
GMPVZ,M,0.6,0,1,-7.840000000000001,-1,1,-1,1,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,-1
GMPVZ,M,0.6,0,2,-10.879999999999999,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,-1
GMPVZ,M,0.6,0,3,-10.879999999999999,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,-1
GMPVZ,M,0.65,0,0,-1.1199999999999997,-1,-1,1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,-1,1
GMPVZ,M,0.65,0,1,-7.840000000000001,-1,1,-1,1,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,-1
GMPVZ,M,0.65,0,2,-10.879999999999999,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,-1
GMPVZ,M,0.65,0,3,-10.879999999999999,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,-1
GMPVZ,P,0.05,0,0,-8.48,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1
GMPVZ,P,0.05,0,1,-10.240000000000002,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1
GMPVZ,P,0.05,0,2,-10.240000000000002,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1
GMPVZ,P,0.1,0,0,-8.48,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1
GMPVZ,P,0.1,0,1,-10.240000000000002,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1
GMPVZ,P,0.1,0,2,-10.240000000000002,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1
GMPVZ,P,0.15,0,0,-4.800000000000001,1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1
GMPVZ,P,0.15,0,1,-10.240000000000002,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1
GMPVZ,P,0.15,0,2,-10.240000000000002,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1
GMPVZ,P,0.2,0,0,-4.800000000000001,1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1
GMPVZ,P,0.2,0,1,-10.240000000000002,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1
GMPVZ,P,0.2,0,2,-10.240000000000002,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1
GMPVZ,P,0.25,0,0,-3.6799999999999997,1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1
GMPVZ,P,0.25,0,1,-10.240000000000002,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1
GMPVZ,P,0.25,0,2,-10.240000000000002,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1
GMPVZ,P,0.3,0,0,-0.96,1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,-1,-1
GMPVZ,P,0.3,0,1,-10.240000000000002,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1
GMPVZ,P,0.3,0,2,-10.240000000000002,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1
GMPVZ,P,0.35,0,0,-0.15999999999999992,1,1,-1,1,1,1,-1,-1,-1,-1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,-1,-1
GMPVZ,P,0.35,0,1,-5.76,-1,1,1,1,-1,1,-1,-1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
GMPVZ,P,0.35,0,2,-6.4,1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1
GMPVZ,P,0.35,0,3,-7.999999999999999,1,1,1,1,-1,1,-1,-1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1
GMPVZ,P,0.35,0,4,-10.240000000000002,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1
GMPVZ,P,0.35,0,5,-10.240000000000002,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1
GMPVZ,P,0.4,0,0,-0.15999999999999992,1,1,-1,1,1,1,-1,-1,-1,-1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,-1,-1
GMPVZ,P,0.4,0,1,-5.76,-1,1,1,1,-1,1,-1,-1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
GMPVZ,P,0.4,0,2,-6.4,1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1
GMPVZ,P,0.4,0,3,-7.999999999999999,1,1,1,1,-1,1,-1,-1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1
GMPVZ,P,0.4,0,4,-10.240000000000002,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1
GMPVZ,P,0.4,0,5,-10.240000000000002,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1
GMPVZ,P,0.45,0,0,1.44,1,1,-1,1,1,-1,-1,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1
GMPVZ,P,0.45,0,1,-2.88,-1,-1,1,-1,-1,1,1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1
GMPVZ,P,0.45,0,2,-7.36,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1
GMPVZ,P,0.45,0,3,-8.48,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1
GMPVZ,P,0.45,0,4,-9.600000000000001,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,-1,-1,1,1,-1,1,1,1,-1,-1,-1,-1,-1
GMPVZ,P,0.45,0,5,-10.56,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1
GMPVZ,P,0.45,0,6,-10.56,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1
GMPVZ,P,0.5,0,0,0.48000000000000026,1,1,-1,1,1,-1,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,-1,-1
GMPVZ,P,0.5,0,1,-6.24,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1,-1
GMPVZ,P,0.5,0,2,-7.039999999999999,-1,1,-1,1,1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,-1
GMPVZ,P,0.5,0,3,-10.24,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,1
GMPVZ,P,0.5,0,4,-10.879999999999999,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,-1
GMPVZ,P,0.5,0,5,-10.879999999999999,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,-1
GMPVZ,P,0.55,0,0,-0.3200000000000002,-1,1,-1,1,1,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,-1,-1
GMPVZ,P,0.55,0,1,-6.72,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,1,1,1,1
GMPVZ,P,0.55,0,2,-8.96,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,1,1,1,1
GMPVZ,P,0.55,0,3,-10.240000000000002,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,1,1,1,1
GMPVZ,P,0.55,0,4,-10.240000000000002,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,1,1,1,1
GMPVZ,P,0.6,0,0,-0.3200000000000002,-1,1,-1,1,1,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,-1,-1
GMPVZ,P,0.6,0,1,-6.72,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,1,1,1,1
GMPVZ,P,0.6,0,2,-8.96,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,1,1,1,1
GMPVZ,P,0.6,0,3,-10.240000000000002,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,1,1,1,1
GMPVZ,P,0.6,0,4,-10.240000000000002,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,1,1,1,1
GMPVZ,P,0.65,0,0,-0.3200000000000002,-1,1,-1,1,1,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,-1,-1
GMPVZ,P,0.65,0,1,-6.72,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,1,1,1,1
GMPVZ,P,0.65,0,2,-8.96,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,1,1,1,1
GMPVZ,P,0.65,0,3,-10.240000000000002,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,1,1,1,1
GMPVZ,P,0.65,0,4,-10.240000000000002,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,1,1,1,1
GMPVZ,V,0.05,0,0,-8.48,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1
GMPVZ,V,0.05,0,1,-10.719999999999999,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1
GMPVZ,V,0.05,0,2,-10.719999999999999,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1
GMPVZ,V,0.1,0,0,-8.48,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1
GMPVZ,V,0.1,0,1,-10.719999999999999,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1
GMPVZ,V,0.1,0,2,-10.719999999999999,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1
GMPVZ,V,0.15,0,0,-5.4399999999999995,1,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1
GMPVZ,V,0.15,0,1,-10.719999999999999,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1
GMPVZ,V,0.15,0,2,-10.719999999999999,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1
GMPVZ,V,0.2,0,0,-5.4399999999999995,1,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1
GMPVZ,V,0.2,0,1,-10.719999999999999,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1
GMPVZ,V,0.2,0,2,-10.719999999999999,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1
GMPVZ,V,0.25,0,0,-4.96,1,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
GMPVZ,V,0.25,0,1,-9.600000000000001,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,-1,-1
GMPVZ,V,0.25,0,2,-10.719999999999999,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1
GMPVZ,V,0.25,0,3,-10.719999999999999,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1
GMPVZ,V,0.3,0,0,-3.8400000000000003,1,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1
GMPVZ,V,0.3,0,1,-6.4,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1
GMPVZ,V,0.3,0,2,-9.76,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,-1
GMPVZ,V,0.3,0,3,-10.719999999999999,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1
GMPVZ,V,0.3,0,4,-10.719999999999999,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1
GMPVZ,V,0.35,0,0,0.1600000000000001,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1
GMPVZ,V,0.35,0,1,-4.32,1,1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,1,-1,1
GMPVZ,V,0.35,0,2,-6.5600000000000005,1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
GMPVZ,V,0.35,0,3,-8.64,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1
GMPVZ,V,0.35,0,4,-8.8,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1
GMPVZ,V,0.35,0,5,-9.280000000000001,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1
GMPVZ,V,0.35,0,6,-9.28,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1
GMPVZ,V,0.35,0,7,-9.28,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,-1
GMPVZ,V,0.35,0,8,-9.28,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1
GMPVZ,V,0.4,0,0,0.1600000000000001,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1
GMPVZ,V,0.4,0,1,-4.32,1,1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,1,-1,1
GMPVZ,V,0.4,0,2,-6.5600000000000005,1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
GMPVZ,V,0.4,0,3,-8.64,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1
GMPVZ,V,0.4,0,4,-8.8,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1
GMPVZ,V,0.4,0,5,-9.280000000000001,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1
GMPVZ,V,0.4,0,6,-9.28,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1
GMPVZ,V,0.4,0,7,-9.28,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,-1
GMPVZ,V,0.4,0,8,-9.28,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1
GMPVZ,V,0.45,0,0,2.24,1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1
GMPVZ,V,0.45,0,1,1.9199999999999997,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,-1,1,-1,-1,1,1
GMPVZ,V,0.45,0,2,-0.96,1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,-1,1,1,-1,-1
GMPVZ,V,0.45,0,3,-6.4,-1,1,-1,1,1,-1,1,1,1,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1
GMPVZ,V,0.45,0,4,-7.359999999999999,-1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1
GMPVZ,V,0.45,0,5,-7.680000000000001,-1,1,1,1,1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,1
GMPVZ,V,0.45,0,6,-8.8,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,-1,1,1,1,1
GMPVZ,V,0.45,0,7,-9.28,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,1
GMPVZ,V,0.45,0,8,-9.28,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1
GMPVZ,V,0.45,0,9,-9.28,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,1
GMPVZ,V,0.5,0,0,1.9199999999999997,1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,-1
GMPVZ,V,0.5,0,1,-0.1600000000000002,-1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,1,1
GMPVZ,V,0.5,0,2,-6.880000000000001,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1
GMPVZ,V,0.5,0,3,-8.96,1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1
GMPVZ,V,0.5,0,4,-10.240000000000002,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1
GMPVZ,V,0.5,0,5,-10.240000000000002,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1
GMPVZ,V,0.55,0,0,0.1599999999999997,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,-1
GMPVZ,V,0.55,0,1,-4.8,-1,1,-1,1,-1,-1,1,1,1,1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,-1,1,1
GMPVZ,V,0.55,0,2,-7.5200000000000005,-1,1,1,1,-1,-1,1,1,1,-1,-1,1,1,1,-1,1,-1,1,-1,1,1,1,-1,-1,-1
GMPVZ,V,0.55,0,3,-10.719999999999999,-1,1,1,1,-1,-1,1,1,1,-1,-1,1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,1
GMPVZ,V,0.55,0,4,-10.719999999999999,-1,1,1,1,-1,-1,1,1,1,-1,-1,1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,1
GMPVZ,V,0.6,0,0,0.1599999999999997,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,-1
GMPVZ,V,0.6,0,1,-4.8,-1,1,-1,1,-1,-1,1,1,1,1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,-1,1,1
GMPVZ,V,0.6,0,2,-7.5200000000000005,-1,1,1,1,-1,-1,1,1,1,-1,-1,1,1,1,-1,1,-1,1,-1,1,1,1,-1,-1,-1
